Date and Time: 2025-11-13 09:47:33
Approximate Polling Time: 100 ms
Comments: 7, 10
timestamp/s,voltage/V,current/A,thermistor_0/C,thermistor_1/C,thermistor_2/C,thermistor_3/C,thermistor_4/C,thermistor_5/C,thermistor_6/C,thermistor_7/C
50.82164001464844,5.693,2.756,30.61337,30.80258,31.00372,30.94193,31.09799,31.07361,31.08972,31.1611
50.898597955703735,5.917,2.868,30.61377,30.79474,30.9946,30.93564,31.09311,31.07071,31.08917,31.1619
50.97559905052185,6.055,2.986,30.61716,30.79034,30.9913,30.93027,31.09027,31.06763,31.08896,31.1629
51.052478075027466,6.246,3.084,30.62256,30.78442,30.9809,30.92416,31.08743,31.06845,31.08795,31.16068
51.12598395347595,6.362,3.183,30.62741,30.7814,30.97592,30.92014,31.08466,31.06683,31.08755,31.16086
51.20420503616333,6.52,3.264,30.63617,30.77863,30.96912,30.91348,31.0795,31.06528,31.0878,31.16232
51.27921795845032,6.612,3.348,30.64365,30.7767,30.96524,30.90918,31.07645,31.06387,31.08737,31.16214
51.35569500923157,6.732,3.414,30.65536,30.77365,30.95889,30.90408,31.07291,31.06067,31.0853,31.1619
51.43024206161499,6.8,3.478,30.66388,30.77316,30.95642,30.90106,31.07019,31.05984,31.08469,31.16141
51.506836891174316,6.884,3.528,30.68036,30.7731,30.94913,30.89362,31.06619,31.05847,31.08447,31.16068
51.583380937576294,6.928,3.575,30.69147,30.77347,30.94647,30.89041,31.06342,31.05692,31.08408,31.16061
51.659980058670044,6.974,3.61,30.70764,30.77509,30.94238,30.88571,31.0592,31.05307,31.08365,31.1615
51.73624801635742,6.991,3.638,30.72211,30.77698,30.94019,30.88217,31.05658,31.05139,31.08243,31.1615
51.809366941452026,7.0,3.656,30.74326,30.77972,30.93579,30.87784,31.05301,31.05026,31.08069,31.16016
51.88536095619202,6.991,3.666,30.75769,30.78278,30.93378,30.87497,31.0509,31.04846,31.07977,31.15915
51.963258028030396,6.96,3.668,30.7822,30.78851,30.93219,30.87042,31.04602,31.04639,31.07913,31.16092
52.03920602798462,6.928,3.66,30.79922,30.79343,30.93109,30.86792,31.04379,31.04471,31.07837,31.15994
52.114737033843994,6.858,3.646,30.82513,30.79922,30.92993,30.86536,31.04071,31.04138,31.07562,31.15933
52.188657999038696,6.799,3.62,30.84271,30.8045,30.92963,30.86426,31.03894,31.04004,31.0751,31.15826
52.26770091056824,6.694,3.59,30.8718,30.81451,30.92981,30.85953,31.03503,31.03818,31.07443,31.15738
52.340967893600464,6.611,3.547,30.89172,30.82104,30.9299,30.858,31.03302,31.03683,31.07385,31.1568
52.417710065841675,6.468,3.501,30.92072,30.8317,30.93195,30.85623,31.02957,31.03323,31.07172,31.15683
52.492969036102295,6.361,3.439,30.9422,30.83908,30.93274,30.85565,31.0275,31.03156,31.07056,31.15579
52.56944489479065,6.184,3.377,30.97369,30.85129,30.93433,30.85358,31.02539,31.03049,31.06842,31.15442
52.64723610877991,6.054,3.298,30.99533,30.86023,30.93655,30.85349,31.02402,31.02811,31.06805,31.15411
52.72254705429077,5.843,3.22,31.02942,30.8746,30.94131,30.85205,31.0209,31.02615,31.06638,31.1535
52.79640293121338,5.69,3.124,31.05179,30.88403,30.94318,30.85172,31.01935,31.02441,31.06598,31.15317
52.873624086380005,5.449,3.033,31.08478,30.89828,30.94843,30.853,31.01865,31.02164,31.06412,31.15298
52.950921058654785,5.276,2.918,31.1076,30.91028,30.95267,30.85403,31.01761,31.02072,31.06247,31.15054
53.026968002319336,5.002,2.813,31.14282,30.92627,30.95706,30.85281,31.01486,31.01837,31.06094,31.14917
53.103463888168335,4.813,2.684,31.16608,30.9375,30.96143,30.85382,31.01398,31.01782,31.06006,31.14835
53.17848300933838,4.512,2.563,31.19971,30.95511,30.96881,30.85587,31.01245,31.0141,31.05807,31.14832
53.253254890441895,4.303,2.42,31.22369,30.96704,30.97479,30.8576,31.01196,31.0123,31.05692,31.14658
53.331604957580566,3.982,2.284,31.25827,30.98492,30.98123,30.85968,31.0123,31.01245,31.05463,31.1434
53.40720891952515,3.757,2.127,31.28021,30.99731,30.98587,30.86069,31.0108,31.01089,31.05383,31.14453
53.48398494720459,3.414,1.982,31.31412,31.01816,30.99796,30.86426,31.01047,31.00937,31.05362,31.14536
53.55934000015259,3.178,1.809,31.33609,31.03,31.00168,30.86624,31.00964,31.00815,31.05194,31.14316
53.63373804092407,2.815,1.654,31.36758,31.04672,31.0101,30.87003,31.00998,31.00476,31.04944,31.14075
53.71073889732361,2.568,1.473,31.38803,31.06119,31.01721,30.87363,31.01077,31.00504,31.04791,31.13901
53.78701996803284,2.191,1.305,31.42157,31.08228,31.02771,30.87671,31.0105,31.00467,31.04779,31.1387
53.85983490943909,1.936,1.115,31.44199,31.09512,31.03458,30.87976,31.01083,31.00446,31.04672,31.13721
53.937238931655884,1.548,0.942,31.47083,31.11505,31.04556,30.88605,31.01089,31.00241,31.0451,31.13699
54.01350688934326,1.285,0.744,31.4888,31.12772,31.05405,30.88919,31.01257,31.00122,31.04446,31.13626
54.09161305427551,0.89,0.565,31.51715,31.14761,31.06396,30.89487,31.01431,31.00073,31.04291,31.13239
54.16721200942993,0.623,0.382,31.53418,31.16068,31.07236,30.89816,31.0144,30.99997,31.04077,31.13129
54.24448299407959,0.223,0.254,31.55762,31.18024,31.08514,30.90439,31.01587,31.00031,31.04144,31.13263
54.31614899635315,-0.043,-0.166,31.57434,31.19266,31.09195,30.90808,31.01724,30.99985,31.0405,31.13113
54.39458394050598,-0.443,-0.123,31.5975,31.21234,31.10489,30.9169,31.02066,31.00162,31.03946,31.13116
54.46963310241699,-0.71,-0.177,31.61005,31.22183,31.10999,30.92014,31.02036,30.99786,31.0369,31.12585
54.555233001708984,-1.112,-0.26,31.62875,31.23999,31.12341,30.92496,31.02283,30.99976,31.03802,31.12769
54.621005058288574,-1.372,-0.41,31.64191,31.25195,31.13144,30.93121,31.02484,31.00006,31.0369,31.12555
54.700278997421265,-1.765,-0.554,31.65637,31.2688,31.14413,30.93906,31.0275,30.99969,31.03522,31.12488
54.776357889175415,-2.024,-0.738,31.66663,31.27957,31.15286,30.94348,31.02905,30.99905,31.03485,31.1214
54.854098081588745,-2.404,-0.904,31.67957,31.29404,31.16211,30.95056,31.03244,31.00073,31.03442,31.12177
54.92984700202942,-2.653,-1.096,31.68723,31.30466,31.17065,30.95612,31.03528,31.00153,31.03445,31.12073
55.00123906135559,-3.019,-1.267,31.6965,31.31848,31.18359,30.96341,31.0376,31.00104,31.03427,31.12152
55.076200008392334,-3.259,-1.46,31.70114,31.32782,31.19171,30.96832,31.0397,31.0014,31.03333,31.12164
55.15264010429382,-3.608,-1.626,31.70911,31.33975,31.202,30.9769,31.04401,31.00266,31.03214,31.11841
55.227339029312134,-3.835,-1.809,31.71207,31.3479,31.20947,30.9819,31.0463,31.00284,31.03229,31.11765
55.30433702468872,-4.164,-1.967,31.71722,31.35938,31.22134,30.98779,31.05066,31.00546,31.0336,31.11722
55.38008093833923,-4.376,-2.14,31.71848,31.36685,31.22693,30.99356,31.05276,31.00592,31.03302,31.11499
55.45639204978943,-4.681,-2.288,31.71646,31.37701,31.23596,31.00174,31.05649,31.00677,31.03302,31.11404
55.53114199638367,-4.877,-2.45,31.71527,31.3804,31.24533,31.00797,31.05914,31.00754,31.03262,31.11337
55.60987901687622,-5.156,-2.586,31.71512,31.38959,31.25314,31.01364,31.06366,31.01022,31.0321,31.11133
55.68562602996826,-5.334,-2.73,31.7142,31.39478,31.25925,31.01889,31.06543,31.01068,31.03339,31.11111
55.760375022888184,-5.584,-2.854,31.70782,31.40109,31.26938,31.02579,31.06918,31.01196,31.03345,31.11414
55.83512592315674,-5.742,-2.983,31.70395,31.4057,31.27335,31.02972,31.07217,31.01392,31.03442,31.11227
55.911869049072266,-5.963,-3.093,31.69489,31.40955,31.28064,31.03775,31.07758,31.0148,31.03345,31.11154
55.98761510848999,-6.097,-3.206,31.68924,31.4119,31.28726,31.04279,31.08029,31.01648,31.03403,31.11029
56.064358949661255,-6.286,-3.302,31.67981,31.41641,31.29578,31.04941,31.08401,31.01895,31.03607,31.1116
56.13910889625549,-6.397,-3.397,31.66882,31.41592,31.29651,31.05096,31.08603,31.0191,31.03574,31.10803
56.21585202217102,-6.551,-3.477,31.65527,31.41751,31.30292,31.05859,31.09036,31.02127,31.03619,31.10992
56.290602922439575,-6.641,-3.556,31.64529,31.41751,31.30823,31.06287,31.09366,31.02075,31.03647,31.1106
56.36811709403992,-6.756,-3.62,31.63046,31.41733,31.31348,31.06927,31.09879,31.02713,31.03802,31.1077
56.442867040634155,-6.821,-3.68,31.61926,31.41617,31.31656,31.07211,31.1015,31.02914,31.03943,31.11127
56.519611120224,-6.9,-3.728,31.60025,31.41461,31.32083,31.07648,31.104,31.03024,31.04117,31.11179
56.594501972198486,-6.94,-3.77,31.58789,31.41226,31.32248,31.07983,31.10669,31.03177,31.04083,31.11075
56.671653032302856,-6.98,-3.802,31.56482,31.4082,31.32861,31.08609,31.11108,31.03305,31.04025,31.10883
56.74729609489441,-6.995,-3.827,31.55133,31.40387,31.32755,31.08783,31.11383,31.035,31.04172,31.11093
56.82427096366882,-6.997,-3.844,31.53082,31.39914,31.32892,31.08987,31.1174,31.03928,31.04489,31.10944
56.901467084884644,-6.986,-3.851,31.5145,31.39557,31.33029,31.09326,31.11996,31.03961,31.04504,31.11032
56.97819900512695,-6.952,-3.851,31.48914,31.38791,31.33109,31.09772,31.12344,31.0415,31.04593,31.11288
57.05223894119263,-6.914,-3.84,31.47223,31.38184,31.3316,31.09921,31.12604,31.04349,31.04694,31.11035
57.13067293167114,-6.841,-3.825,31.44922,31.37366,31.3302,31.10107,31.12872,31.04599,31.04901,31.11404
57.203850984573364,-6.78,-3.796,31.42853,31.36642,31.32971,31.10266,31.13092,31.04718,31.04822,31.11191
57.282536029815674,-6.668,-3.765,31.40335,31.35809,31.33011,31.10602,31.13391,31.04968,31.05084,31.11557
57.35724401473999,-6.582,-3.72,31.38675,31.35101,31.32629,31.10605,31.13724,31.05396,31.05243,31.11536
57.43565011024475,-6.436,-3.672,31.35669,31.33865,31.32614,31.10834,31.14044,31.05533,31.05319,31.11691
57.50656604766846,-6.325,-3.61,31.33786,31.33026,31.32428,31.10922,31.14166,31.05615,31.05405,31.11798
57.58330988883972,-6.144,-3.547,31.31052,31.31949,31.32047,31.10892,31.14386,31.05878,31.05643,31.11844
57.660808086395264,-6.011,-3.466,31.29102,31.31039,31.31824,31.10919,31.14536,31.06036,31.05786,31.1192
57.73837208747864,-5.794,-3.389,31.26117,31.29718,31.31421,31.11038,31.14694,31.061,31.05884,31.12085
57.811487913131714,-5.641,-3.29,31.24081,31.28793,31.31161,31.11038,31.14941,31.06418,31.06015,31.12387
57.8872389793396,-5.393,-3.199,31.2139,31.27316,31.30481,31.10837,31.1507,31.06607,31.06131,31.12231
57.96437191963196,-5.218,-3.085,31.19391,31.26334,31.30087,31.10834,31.15213,31.06778,31.06244,31.12323
58.04173302650452,-4.943,-2.979,31.16507,31.24957,31.29825,31.1073,31.15289,31.06894,31.06418,31.12509
58.11725997924805,-4.75,-2.847,31.14255,31.2399,31.29407,31.10501,31.15326,31.06985,31.06534,31.12799
58.19262194633484,-4.447,-2.727,31.1153,31.2218,31.28604,31.10437,31.15472,31.0723,31.06732,31.12674
58.266989946365356,-4.237,-2.584,31.0957,31.21143,31.28067,31.10303,31.15637,31.07272,31.06747,31.12881
58.345335960388184,-3.912,-2.45,31.06702,31.19608,31.27231,31.09933,31.1568,31.07495,31.0704,31.13055
58.42105293273926,-3.686,-2.289,31.04865,31.18518,31.26746,31.09726,31.15677,31.07635,31.07098,31.13187
58.495508909225464,-3.341,-2.145,31.01868,31.16769,31.26019,31.09552,31.15707,31.07678,31.07159,31.1337
58.57070708274841,-3.103,-1.973,31.00052,31.1571,31.2551,31.09344,31.15833,31.07822,31.07184,31.13522
58.647324085235596,-2.74,-1.818,30.97449,31.13873,31.24356,31.08801,31.15717,31.08102,31.07565,31.13239
58.7234890460968,-2.49,-1.636,30.95486,31.12805,31.23843,31.08582,31.15707,31.08112,31.07532,31.13712
58.79899501800537,-2.112,-1.471,30.92688,31.11008,31.22946,31.08228,31.15546,31.08038,31.07718,31.13861
58.87440896034241,-1.855,-1.276,30.91092,31.09991,31.22495,31.0795,31.1564,31.08252,31.07837,31.14108
58.950676918029785,-1.466,-1.103,30.88248,31.0791,31.21597,31.07672,31.15631,31.08081,31.07788,31.14471
59.027246952056885,-1.202,-0.904,30.86728,31.07172,31.20615,31.07025,31.15601,31.08469,31.07849,31.14227
59.10447597503662,-0.806,-0.725,30.84613,31.05411,31.19531,31.06766,31.15305,31.08316,31.08124,31.1456
59.18019104003906,-0.54,-0.525,30.82684,31.04074,31.19308,31.06311,31.15448,31.08682,31.08258,31.14194
59.25893712043762,-0.14,-0.36,30.80286,31.02402,31.17825,31.05713,31.15082,31.08401,31.08344,31.14966
59.33111095428467,0.127,0.232,30.78946,31.0137,31.17297,31.05347,31.14996,31.08493,31.08472,31.14804
59.40824103355408,0.532,0.154,30.76868,30.99655,31.16119,31.04694,31.14902,31.0867,31.08505,31.14783
59.485121965408325,0.793,0.142,30.75439,30.98401,31.15179,31.04196,31.14679,31.08661,31.08582,31.14932
59.56081700325012,1.194,0.179,30.73602,30.97015,31.14444,31.0361,31.1434,31.08536,31.08792,31.15338
59.63464903831482,1.453,0.3,30.72348,30.95865,31.13983,31.03406,31.1427,31.08606,31.08624,31.15033
59.711853981018066,1.847,0.429,30.707,30.94339,31.1254,31.02634,31.14066,31.08514,31.0882,31.15332
59.785561084747314,2.104,0.6,30.69333,30.93234,31.12057,31.02313,31.13947,31.08643,31.08801,31.15091
59.86437392234802,2.482,0.759,30.68115,30.91888,31.10709,31.01456,31.13617,31.08603,31.09,31.15509
59.93727993965149,2.731,0.947,30.67239,30.90961,31.10025,31.00931,31.13428,31.08536,31.09003,31.155
60.0154869556427,3.095,1.114,30.66016,30.8963,31.09219,31.00513,31.13077,31.08246,31.08899,31.15695
60.091187953948975,3.334,1.302,30.65073,30.8887,31.08307,30.99869,31.12762,31.08072,31.09088,31.1615
60.16822099685669,3.679,1.469,30.64294,30.87332,31.07068,30.99225,31.12534,31.08411,31.09097,31.15662
60.24424695968628,3.905,1.65,30.63416,30.86612,31.06192,30.98849,31.12228,31.08347,31.09207,31.15503
60.318488121032715,4.23,1.807,30.62784,30.85339,31.05624,30.97983,31.11945,31.08026,31.09174,31.16229
60.39433193206787,4.441,1.978,30.62442,30.8461,31.04755,30.97574,31.11676,31.08057,31.09222,31.15674
60.470293045043945,4.742,2.126,30.61902,30.83426,31.03818,30.96866,31.11346,31.08014,31.09055,31.16147
60.54821801185608,4.937,2.285,30.6156,30.82806,31.03165,30.96445,31.1109,31.07877,31.09021,31.16016
60.623425006866455,5.212,2.421,30.61456,30.82043,31.02072,30.95554,31.10663,31.07626,31.09122,31.16245
60.698724031448364,5.387,2.566,30.61295,30.81393,31.01633,30.95175,31.10425,31.07657,31.09134,31.16086
60.7734739780426,5.634,2.688,30.61282,30.80518,31.00696,30.9455,31.10013,31.07339,31.09055,31.16287
60.851218938827515,5.789,2.817,30.61456,30.80136,31.00342,30.94217,31.09769,31.07364,31.09137,31.16214
