EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
1.63597,0,0,0
331.78,0,0,0
75.2765,0,0,0
19.3397,0,0,0
17.6082,0,0,0
169.966,0,0,0
59.3141,0,0,0
25.188,0,0,0
279.786,0,0,0
140.248,0,0,0
81.2166,0,0,0
0.435351,0,0,0
50.7138,0,0,0
71.5154,0,0,0
23.6505,0,0,0
21.7134,0,0,0
215.179,0,0,0
20.8373,0,0,0
38.7557,0,0,0
83.041,0,0,0
84.6558,0,0,0
22.5181,0,0,0
30.9968,0,0,0
40.0126,0,0,0
156.6,0,0,0
130.923,0,0,0
8.24888,0,0,0
40.1295,0,0,0
33.2435,0,0,0
96.6689,0,0,0
55.4671,0,0,0
109.133,0,0,0
61.0259,0,0,0
7.23063,0,0,0
55.3163,0,0,0
79.6691,0,0,0
49.2399,0,0,0
3.87386,0,0,0
7.93482,0,0,0
42.0348,0,0,0
131.668,0,0,0
78.6118,0,0,0
185.788,0,0,0
80.9854,0,0,0
40.5329,0,0,0
60.9343,0,0,0
65.6611,0,0,0
122.855,0,0,0
51.3064,0,0,0
174.504,0,0,0
20.3533,0,0,0
148.105,0,0,0
53.7902,0,0,0
347.073,0,0,0
16.6924,0,0,0
34.2166,0,0,0
14.0772,0,0,0
178.209,0,0,0
83.3161,0,0,0
44.3877,0,0,0
50.8135,0,0,0
15.0926,0,0,0
72.8326,0,0,0
6.92681,0,0,0
44.702,0,0,0
78.2349,0,0,0
537.455,0,0,0
77.1444,0,0,0
93.1815,0,0,0
9.0133,0,0,0
10.1835,0,0,0
4.19867,0,0,0
3.10686,0,0,0
98.0409,0,0,0
189.437,0,0,0
75.626,0,0,0
89.3541,0,0,0
6.70493,0,0,0
96.9489,0,0,0
55.5486,0,0,0
16.54,0,0,0
39.5669,0,0,0
30.8739,0,0,0
67.292,0,0,0
5.7098,0,0,0
11.8499,0,0,0
44.0326,0,0,0
102.299,0,0,0
49.3323,0,0,0
53.5039,0,0,0
15.7155,0,0,0
26.9735,0,0,0
12.7391,0,0,0
106.788,0,0,0
12.7424,0,0,0
48.7022,0,0,0
131.021,0,0,0
75.0599,0,0,0
211.89,0,0,0
83.6819,0,0,0
65.5776,0,0,0
2.9848,0,0,0
27.9976,0,0,0
2.5633,0,0,0
2.03981,0,0,0
69.8079,0,0,0
55.5718,0,0,0
198.845,0,0,0
489.111,0,0,0
93.3071,0,0,0
66.585,0,0,0
10.9105,0,0,0
658.382,0,0,0
146.663,0,0,0
21.7915,0,0,0
31.029,0,0,0
115.226,0,0,0
55.5402,0,0,0
0.902809,0,0,0
173.233,0,0,0
76.5235,0,0,0
236.666,0,0,0
67.454,0,0,0
98.9302,0,0,0
96.3679,0,0,0
182.646,0,0,0
63.1473,0,0,0
168.617,0,0,0
21.8078,0,0,0
14.2691,0,0,0
152.385,0,0,0
108.433,0,0,0
3.04427,0,0,0
166.017,0,0,0
14.4382,0,0,0
31.9778,0,0,0
21.7626,0,0,0
56.4563,0,0,0
16.2112,0,0,0
76.2432,0,0,0
53.3085,0,0,0
26.8701,0,0,0
14.8856,0,0,0
18.7156,0,0,0
122.412,0,0,0
9.83917,0,0,0
58.7615,0,0,0
84.4243,0,0,0
100.958,0,0,0
46.3333,0,0,0
26.8276,0,0,0
38.2408,0,0,0
39.2519,0,0,0
54.9247,0,0,0
26.2148,0,0,0
42.3677,0,0,0
46.6259,0,0,0
37.8736,0,0,0
156.647,0,0,0
42.9814,0,0,0
91.9576,0,0,0
484.979,0,0,0
91.0353,0,0,0
69.4847,0,0,0
41.1186,0,0,0
40.9085,0,0,0
141.7,0,0,0
59.8019,0,0,0
71.4728,0,0,0
85.4172,0,0,0
35.1272,0,0,0
97.9229,0,0,0
58.5795,0,0,0
35.5072,0,0,0
27.6219,0,0,0
48.2508,0,0,0
61.0322,0,0,0
51.0077,0,0,0
91.1834,0,0,0
26.8493,0,0,0
47.1806,0,0,0
87.7048,0,0,0
195.235,0,0,0
43.0083,0,0,0
15.6643,0,0,0
29.3389,0,0,0
126.623,0,0,0
15.9336,0,0,0
24.784,0,0,0
82.2076,0,0,0
39.6281,0,0,0
49.6525,0,0,0
43.2838,0,0,0
38.6945,0,0,0
9.82605,0,0,0
66.907,0,0,0
61.751,0,0,0
85.8307,0,0,0
41.7728,0,0,0
19.2065,0,0,0
22.7931,0,0,0
104.909,0,0,0
27.6762,0,0,0
13.1582,0,0,0
109.134,0,0,0
11.3729,0,0,0
49.0974,0,0,0
46.9802,0,0,0
33.5935,0,0,0
6.01872,0,0,0
15.3119,0,0,0
17.549,0,0,0
123.879,0,0,0
14.8889,0,0,0
47.2012,0,0,0
224.423,0,0,0
1.38158,0,0,0
8.63626,0,0,0
6.54526,0,0,0
73.2922,0,0,0
59.5941,0,0,0
29.4929,0,0,0
63.8227,0,0,0
29.5895,0,0,0
141.243,0,0,0
194.298,0,0,0
16.4334,0,0,0
34.2498,0,0,0
70.0086,0,0,0
11.9668,0,0,0
19.7399,0,0,0
188.065,0,0,0
3.12349,0,0,0
314.545,0,0,0
144.133,0,0,0
97.8263,0,0,0
37.1308,0,0,0
29.0911,0,0,0
97.5686,0,0,0
28.7961,0,0,0
48.0097,0,0,0
24.6225,0,0,0
169.661,0,0,0
520.559,0,0,0
7.89152,0,0,0
50.1729,0,0,0
15.3903,0,0,0
45.666,0,0,0
57.1987,0,0,0
26.3063,0,0,0
36.4834,0,0,0
7.60895,0,0,0
586.259,0,0,0
38.2921,0,0,0
14.0032,0,0,0
61.8336,0,0,0
13.8063,0,0,0
4.04322,0,0,0
29.5702,0,0,0
228.741,0,0,0
114.809,0,0,0
15.2916,0,0,0
123.908,0,0,0
23.8138,0,0,0
1.13082,0,0,0
13.5972,0,0,0
167.36,0,0,0
46.7349,0,0,0
31.1704,0,0,0
141.902,0,0,0
212.465,0,0,0
14.7367,0,0,0
44.5334,0,0,0
1.54846,0,0,0
60.2241,0,0,0
14.856,0,0,0
266.788,0,0,0
43.21,0,0,0
57.928,0,0,0
49.31,0,0,0
0.528653,0,0,0
76.1114,0,0,0
53.0592,0,0,0
26.9306,0,0,0
64.8691,0,0,0
216.748,0,0,0
129.013,0,0,0
3.4796,0,0,0
46.9989,0,0,0
67.3157,0,0,0
14.6647,0,0,0
331.239,0,0,0
54.3037,0,0,0
280.27,0,0,0
60.5511,0,0,0
87.2476,0,0,0
7.66772,0,0,0
135.934,0,0,0
94.6923,0,0,0
362.329,0,0,0
0.936408,0,0,0
51.8362,0,0,0
162.035,0,0,0
7.51799,0,0,0
28.0984,0,0,0
256.558,0,0,0
5.15399,0,0,0
212.418,0,0,0
3.85229,0,0,0
42.1301,0,0,0
18.253,0,0,0
104.156,0,0,0
15.9199,0,0,0
52.4502,0,0,0
22.4082,0,0,0
59.4407,0,0,0
92.4537,0,0,0
283.531,0,0,0
38.6916,0,0,0
96.6395,0,0,0
90.8722,0,0,0
178.458,0,0,0
157.559,0,0,0
177.481,0,0,0
76.8468,0,0,0
48.5224,0,0,0
35.478,0,0,0
125.701,0,0,0
76.4065,0,0,0
7.89485,0,0,0
82.5352,0,0,0
49.5104,0,0,0
284.801,0,0,0
92.7795,0,0,0
69.3375,0,0,0
13.3149,0,0,0
17.4919,0,0,0
56.7047,0,0,0
10.9007,0,0,0
95.2449,0,0,0
115.835,0,0,0
57.4227,0,0,0
334.984,0,0,0
132.644,0,0,0
51.2216,0,0,0
61.1296,0,0,0
16.7131,0,0,0
172.199,0,0,0
61.0376,0,0,0
151.211,0,0,0
41.0478,0,0,0
294.084,0,0,0
58.7944,0,0,0
21.1325,0,0,0
21.5581,0,0,0
77.9388,0,0,0
55.3258,0,0,0
46.1907,0,0,0
7.28896,0,0,0
352.964,0,0,0
4.96457,0,0,0
126.735,0,0,0
49.758,0,0,0
9.93352,0,0,0
15.1911,0,0,0
12.9444,0,0,0
42.2214,0,0,0
151.594,0,0,0
51.9662,0,0,0
27.2484,0,0,0
95.4439,0,0,0
22.5968,0,0,0
32.9335,0,0,0
439.53,0,0,0
14.4148,0,0,0
150.203,0,0,0
89.6257,0,0,0
3.15835,0,0,0
39.9777,0,0,0
36.1842,0,0,0
116.461,0,0,0
42.3234,0,0,0
16.8105,0,0,0
73.7799,0,0,0
94.1245,0,0,0
28.6637,0,0,0
34.2136,0,0,0
13.9439,0,0,0
377.031,0,0,0
61.3214,0,0,0
44.9876,0,0,0
45.0573,0,0,0
51.3852,0,0,0
21.4884,0,0,0
203.541,0,0,0
90.1682,0,0,0
56.4479,0,0,0
61.4249,0,0,0
7.67349,0,0,0
151.862,0,0,0
46.1353,0,0,0
76.9821,0,0,0
117.745,0,0,0
43.1194,0,0,0
297.234,0,0,0
105.94,0,0,0
78.1341,0,0,0
106.201,0,0,0
78.1237,0,0,0
16.4264,0,0,0
62.7885,0,0,0
420.768,0,0,0
32.3845,0,0,0
11.6407,0,0,0
41.9913,0,0,0
91.4965,0,0,0
417.072,0,0,0
28.9475,0,0,0
28.4868,0,0,0
169.714,0,0,0
14.5455,0,0,0
390.907,0,0,0
99.6899,0,0,0
574.057,0,0,0
239.584,0,0,0
194.597,0,0,0
51.4814,0,0,0
22.9573,0,0,0
108.236,0,0,0
101.503,0,0,0
53.2935,0,0,0
138.748,0,0,0
191.01,0,0,0
9.7699,0,0,0
0.723676,0,0,0
91.1354,0,0,0
52.4261,0,0,0
34.5552,0,0,0
15.2724,0,0,0
35.3599,0,0,0
115.192,0,0,0
52.0245,0,0,0
69.7919,0,0,0
7.86302,0,0,0
23.6939,0,0,0
15.5506,0,0,0
3.17073,0,0,0
48.2033,0,0,0
107.393,0,0,0
366.454,0,0,0
33.9572,0,0,0
20.4886,0,0,0
27.6326,0,0,0
28.4548,0,0,0
27.7924,0,0,0
194.13,0,0,0
81.5987,0,0,0
44.3524,0,0,0
223.852,0,0,0
250.679,0,0,0
209.043,0,0,0
54.8687,0,0,0
140.651,0,0,0
78.1275,0,0,0
3.81785,0,0,0
91.6694,0,0,0
11.2306,0,0,0
606.103,0,0,0
68.5322,0,0,0
88.715,0,0,0
231.086,0,0,0
87.2543,0,0,0
85.3994,0,0,0
98.1364,0,0,0
53.4061,0,0,0
61.2316,0,0,0
106.249,0,0,0
35.0975,0,0,0
61.8075,0,0,0
294.254,0,0,0
41.4604,0,0,0
1.23133,0,0,0
29.4591,0,0,0
85.7516,0,0,0
0.753389,0,0,0
64.6105,0,0,0
67.5343,0,0,0
15.9393,0,0,0
87.1193,0,0,0
78.18,0,0,0
89.2335,0,0,0
1.57937,0,0,0
235.003,0,0,0
183.255,0,0,0
33.6977,0,0,0
697.331,0,0,0
17.0144,0,0,0
2.32886,0,0,0
11.9535,0,0,0
43.0331,0,0,0
471.435,0,0,0
33.7097,0,0,0
64.2774,0,0,0
68.4658,0,0,0
117.664,0,0,0
32.262,0,0,0
14.9959,0,0,0
56.0087,0,0,0
70.8935,0,0,0
74.0728,0,0,0
38.1734,0,0,0
197.241,0,0,0
19.2278,0,0,0
40.9713,0,0,0
79.2506,0,0,0
85.1993,0,0,0
2.9039,0,0,0
29.2232,0,0,0
0.341804,0,0,0
29.6027,0,0,0
90.5954,0,0,0
20.8098,0,0,0
16.5043,0,0,0
21.7313,0,0,0
13.7364,0,0,0
70.0493,0,0,0
8.26612,0,0,0
14.7795,0,0,0
45.7975,0,0,0
60.123,0,0,0
94.7383,0,0,0
10.0104,0,0,0
167.592,0,0,0
222.761,0,0,0
37.5091,0,0,0
49.9824,0,0,0
90.8506,0,0,0
28.9271,0,0,0
25.8991,0,0,0
4.03178,0,0,0
7.8681,0,0,0
57.7454,0,0,0
87.7151,0,0,0
0.99432,0,0,0
55.8826,0,0,0
347.671,0,0,0
78.7359,0,0,0
51.4103,0,0,0
4.96148,0,0,0
30.6813,0,0,0
31.2431,0,0,0
13.0498,0,0,0
12.0444,0,0,0
19.0831,0,0,0
33.1874,0,0,0
410.775,0,0,0
25.7385,0,0,0
40.4622,0,0,0
74.1266,0,0,0
9.14445,0,0,0
2.57968,0,0,0
37.3231,0,0,0
159.231,0,0,0
168.204,0,0,0
56.6962,0,0,0
96.1283,0,0,0
96.8625,0,0,0
28.9371,0,0,0
60.9439,0,0,0
176.251,0,0,0
19.2947,0,0,0
48.8585,0,0,0
182.6,0,0,0
60.0339,0,0,0
54.452,0,0,0
35.5416,0,0,0
21.8245,0,0,0
62.5923,0,0,0
173.357,0,0,0
107.939,0,0,0
4.78794,0,0,0
1.03585,0,0,0
69.6706,0,0,0
21.3057,0,0,0
41.6089,0,0,0
5.37841,0,0,0
18.6496,0,0,0
33.7915,0,0,0
97.7919,0,0,0
319.3,0,0,0
78.0209,0,0,0
44.9279,0,0,0
20.5065,0,0,0
185.073,0,0,0
101.161,0,0,0
25.2643,0,0,0
11.3698,0,0,0
7.94236,0,0,0
100.198,0,0,0
108.438,0,0,0
380.321,0,0,0
9.6717,0,0,0
269.512,0,0,0
51.0301,0,0,0
90.6176,0,0,0
43.2249,0,0,0
34.778,0,0,0
85.4872,0,0,0
104.591,0,0,0
15.9792,0,0,0
138.805,0,0,0
77.4406,0,0,0
47.5402,0,0,0
685.431,0,0,0
25.1917,0,0,0
217.692,0,0,0
83.1708,0,0,0
115.779,0,0,0
114.905,0,0,0
11.8262,0,0,0
16.8754,0,0,0
27.9274,0,0,0
156.505,0,0,0
66.7899,0,0,0
38.243,0,0,0
649.011,0,0,0
29.1725,0,0,0
84.6968,0,0,0
19.0957,0,0,0
