in s,C3 in V
2.33045408E-02,-8.37402E-01
2.33045504E-02,-8.42285E-01
2.33045600E-02,-8.22754E-01
2.33045696E-02,-8.56934E-01
2.33045792E-02,-8.42285E-01
2.33045888E-02,-8.37402E-01
2.33045984E-02,-8.32520E-01
2.33046080E-02,-8.52051E-01
2.33046176E-02,-8.27637E-01
2.33046272E-02,-8.37402E-01
2.33046368E-02,-8.32520E-01
2.33046464E-02,-8.42285E-01
2.33046560E-02,-8.32520E-01
2.33046656E-02,-8.42285E-01
2.33046752E-02,-8.42285E-01
2.33046848E-02,-8.37402E-01
2.33046944E-02,-8.27637E-01
2.33047040E-02,-8.52051E-01
2.33047136E-02,-8.32520E-01
2.33047232E-02,-8.42285E-01
2.33047328E-02,-8.12988E-01
2.33047424E-02,-8.42285E-01
2.33047520E-02,-8.42285E-01
2.33047616E-02,-8.32520E-01
2.33047712E-02,-8.42285E-01
2.33047808E-02,-8.52051E-01
2.33047904E-02,-8.27637E-01
2.33048000E-02,-8.37402E-01
2.33048096E-02,-8.22754E-01
2.33048192E-02,-8.12988E-01
2.33048288E-02,-8.27637E-01
2.33048384E-02,-8.32520E-01
2.33048480E-02,-8.32520E-01
2.33048576E-02,-8.42285E-01
2.33048672E-02,-8.22754E-01
2.33048768E-02,-8.32520E-01
2.33048864E-02,-8.22754E-01
2.33048960E-02,-8.37402E-01
2.33049056E-02,-8.22754E-01
2.33049152E-02,-8.37402E-01
2.33049248E-02,-8.37402E-01
2.33049344E-02,-8.22754E-01
2.33049440E-02,-8.22754E-01
2.33049536E-02,-8.42285E-01
2.33049632E-02,-8.32520E-01
2.33049728E-02,-8.37402E-01
2.33049824E-02,-8.27637E-01
2.33049920E-02,-8.56934E-01
2.33050016E-02,-8.42285E-01
2.33050112E-02,-8.22754E-01
2.33050208E-02,-8.17871E-01
2.33050304E-02,-8.42285E-01
2.33050400E-02,-8.37402E-01
2.33050496E-02,-8.42285E-01
2.33050592E-02,-8.17871E-01
2.33050688E-02,-8.42285E-01
2.33050784E-02,-8.47168E-01
2.33050880E-02,-8.42285E-01
2.33050976E-02,-8.27637E-01
2.33051072E-02,-8.42285E-01
2.33051168E-02,-8.22754E-01
2.33051264E-02,-8.42285E-01
2.33051360E-02,-8.32520E-01
2.33051456E-02,-8.47168E-01
2.33051552E-02,-8.32520E-01
2.33051648E-02,-8.37402E-01
2.33051744E-02,-8.32520E-01
2.33051840E-02,-8.42285E-01
2.33051936E-02,-8.37402E-01
2.33052032E-02,-8.61816E-01
2.33052128E-02,-8.22754E-01
2.33052224E-02,-8.37402E-01
2.33052320E-02,-8.32520E-01
2.33052416E-02,-8.37402E-01
2.33052512E-02,-8.37402E-01
2.33052608E-02,-8.61816E-01
2.33052704E-02,-8.47168E-01
2.33052800E-02,-8.42285E-01
2.33052896E-02,-8.37402E-01
2.33052992E-02,-8.52051E-01
2.33053088E-02,-8.22754E-01
2.33053184E-02,-8.37402E-01
2.33053280E-02,-8.37402E-01
2.33053376E-02,-8.37402E-01
2.33053472E-02,-8.22754E-01
2.33053568E-02,-8.56934E-01
2.33053664E-02,-8.32520E-01
2.33053760E-02,-8.52051E-01
2.33053856E-02,-8.37402E-01
2.33053952E-02,-8.42285E-01
2.33054048E-02,-8.22754E-01
2.33054144E-02,-8.37402E-01
2.33054240E-02,-8.27637E-01
2.33054336E-02,-8.42285E-01
2.33054432E-02,-8.22754E-01
2.33054528E-02,-8.37402E-01
2.33054624E-02,-8.17871E-01
2.33054720E-02,-8.47168E-01
2.33054816E-02,-8.17871E-01
2.33054912E-02,-8.37402E-01
2.33055008E-02,-8.22754E-01
2.33055104E-02,-8.22754E-01
2.33055200E-02,-8.27637E-01
2.33055296E-02,-8.32520E-01
2.33055392E-02,-8.32520E-01
2.33055488E-02,-8.32520E-01
2.33055584E-02,-8.42285E-01
2.33055680E-02,-8.32520E-01
2.33055776E-02,-8.37402E-01
2.33055872E-02,-8.42285E-01
2.33055968E-02,-8.22754E-01
2.33056064E-02,-8.22754E-01
2.33056160E-02,-8.22754E-01
2.33056256E-02,-8.32520E-01
2.33056352E-02,-8.32520E-01
2.33056448E-02,-8.42285E-01
2.33056544E-02,-8.32520E-01
2.33056640E-02,-8.22754E-01
2.33056736E-02,-8.37402E-01
2.33056832E-02,-8.37402E-01
2.33056928E-02,-8.32520E-01
2.33057024E-02,-8.37402E-01
2.33057120E-02,-8.12988E-01
2.33057216E-02,-8.42285E-01
2.33057312E-02,-8.42285E-01
2.33057408E-02,-8.42285E-01
2.33057504E-02,-8.22754E-01
2.33057600E-02,-8.47168E-01
2.33057696E-02,-8.47168E-01
2.33057792E-02,-8.37402E-01
2.33057888E-02,-8.22754E-01
2.33057984E-02,-8.32520E-01
2.33058080E-02,-8.22754E-01
2.33058176E-02,-8.27637E-01
2.33058272E-02,-8.12988E-01
2.33058368E-02,-8.42285E-01
2.33058464E-02,-8.37402E-01
2.33058560E-02,-8.47168E-01
2.33058656E-02,-8.12988E-01
2.33058752E-02,-8.42285E-01
2.33058848E-02,-8.37402E-01
2.33058944E-02,-8.37402E-01
2.33059040E-02,-8.22754E-01
2.33059136E-02,-8.52051E-01
2.33059232E-02,-8.37402E-01
2.33059328E-02,-8.37402E-01
2.33059424E-02,-8.47168E-01
2.33059520E-02,-8.37402E-01
2.33059616E-02,-8.27637E-01
2.33059712E-02,-8.56934E-01
2.33059808E-02,-8.22754E-01
2.33059904E-02,-8.32520E-01
2.33060000E-02,-8.37402E-01
2.33060096E-02,-8.42285E-01
2.33060192E-02,-8.22754E-01
2.33060288E-02,-8.37402E-01
2.33060384E-02,-8.22754E-01
2.33060480E-02,-8.37402E-01
2.33060576E-02,-8.22754E-01
2.33060672E-02,-8.37402E-01
2.33060768E-02,-8.22754E-01
2.33060864E-02,-8.47168E-01
2.33060960E-02,-8.22754E-01
2.33061056E-02,-8.32520E-01
2.33061152E-02,-8.17871E-01
2.33061248E-02,-8.37402E-01
2.33061344E-02,-8.32520E-01
2.33061440E-02,-8.37402E-01
2.33061536E-02,-8.22754E-01
2.33061632E-02,-8.47168E-01
2.33061728E-02,-8.22754E-01
2.33061824E-02,-8.42285E-01
2.33061920E-02,-8.37402E-01
2.33062016E-02,-8.37402E-01
2.33062112E-02,-8.17871E-01
2.33062208E-02,-8.37402E-01
2.33062304E-02,-8.17871E-01
2.33062400E-02,-8.42285E-01
2.33062496E-02,-8.22754E-01
2.33062592E-02,-8.52051E-01
2.33062688E-02,-8.37402E-01
2.33062784E-02,-8.42285E-01
2.33062880E-02,-8.22754E-01
2.33062976E-02,-8.42285E-01
2.33063072E-02,-8.22754E-01
2.33063168E-02,-8.47168E-01
2.33063264E-02,-8.22754E-01
2.33063360E-02,-8.42285E-01
2.33063456E-02,-8.22754E-01
2.33063552E-02,-8.42285E-01
2.33063648E-02,-8.22754E-01
2.33063744E-02,-8.52051E-01
2.33063840E-02,-8.22754E-01
2.33063936E-02,-8.32520E-01
2.33064032E-02,-8.37402E-01
2.33064128E-02,-8.37402E-01
2.33064224E-02,-8.22754E-01
2.33064320E-02,-8.32520E-01
2.33064416E-02,-8.22754E-01
2.33064512E-02,-8.37402E-01
2.33064608E-02,-8.22754E-01
2.33064704E-02,-8.47168E-01
2.33064800E-02,-8.22754E-01
2.33064896E-02,-8.32520E-01
2.33064992E-02,-8.22754E-01
2.33065088E-02,-8.22754E-01
2.33065184E-02,-8.37402E-01
2.33065280E-02,-8.61816E-01
2.33065376E-02,-8.17871E-01
2.33065472E-02,-8.12988E-01
2.33065568E-02,-8.42285E-01
2.33065664E-02,-8.52051E-01
2.33065760E-02,-8.37402E-01
2.33065856E-02,-8.22754E-01
2.33065952E-02,-8.37402E-01
2.33066048E-02,-8.32520E-01
2.33066144E-02,-8.32520E-01
2.33066240E-02,-8.47168E-01
2.33066336E-02,-8.47168E-01
2.33066432E-02,-8.12988E-01
2.33066528E-02,-8.22754E-01
2.33066624E-02,-8.27637E-01
2.33066720E-02,-8.27637E-01
2.33066816E-02,-8.37402E-01
2.33066912E-02,-8.22754E-01
2.33067008E-02,-8.42285E-01
2.33067104E-02,-8.22754E-01
2.33067200E-02,-8.42285E-01
2.33067296E-02,-8.37402E-01
2.33067392E-02,-8.42285E-01
2.33067488E-02,-8.47168E-01
2.33067584E-02,-8.61816E-01
2.33067680E-02,-8.22754E-01
2.33067776E-02,-8.22754E-01
2.33067872E-02,-8.22754E-01
2.33067968E-02,-8.32520E-01
2.33068064E-02,-8.22754E-01
2.33068160E-02,-8.32520E-01
2.33068256E-02,-8.27637E-01
2.33068352E-02,-8.32520E-01
2.33068448E-02,-8.17871E-01
2.33068544E-02,-8.37402E-01
2.33068640E-02,-8.17871E-01
2.33068736E-02,-8.32520E-01
2.33068832E-02,-8.27637E-01
2.33068928E-02,-8.17871E-01
2.33069024E-02,-8.47168E-01
2.33069120E-02,-8.37402E-01
2.33069216E-02,-8.08105E-01
2.33069312E-02,-8.22754E-01
2.33069408E-02,-8.37402E-01
2.33069504E-02,-8.22754E-01
2.33069600E-02,-8.17871E-01
2.33069696E-02,-8.42285E-01
2.33069792E-02,-8.22754E-01
2.33069888E-02,-8.32520E-01
2.33069984E-02,-8.37402E-01
2.33070080E-02,-8.17871E-01
2.33070176E-02,-8.32520E-01
2.33070272E-02,-8.22754E-01
2.33070368E-02,-8.37402E-01
2.33070464E-02,-8.42285E-01
2.33070560E-02,-8.32520E-01
2.33070656E-02,-8.42285E-01
2.33070752E-02,-8.03223E-01
2.33070848E-02,-8.42285E-01
2.33070944E-02,-8.32520E-01
2.33071040E-02,-8.32520E-01
2.33071136E-02,-8.42285E-01
2.33071232E-02,-8.27637E-01
2.33071328E-02,-8.37402E-01
2.33071424E-02,-8.37402E-01
2.33071520E-02,-8.42285E-01
2.33071616E-02,-8.42285E-01
2.33071712E-02,-8.37402E-01
2.33071808E-02,-8.42285E-01
2.33071904E-02,-8.32520E-01
2.33072000E-02,-8.37402E-01
2.33072096E-02,-8.22754E-01
2.33072192E-02,-8.37402E-01
2.33072288E-02,-8.22754E-01
2.33072384E-02,-8.37402E-01
2.33072480E-02,-8.22754E-01
2.33072576E-02,-8.47168E-01
2.33072672E-02,-8.32520E-01
2.33072768E-02,-8.42285E-01
2.33072864E-02,-8.27637E-01
2.33072960E-02,-8.42285E-01
2.33073056E-02,-8.27637E-01
2.33073152E-02,-8.52051E-01
2.33073248E-02,-8.37402E-01
2.33073344E-02,-8.37402E-01
2.33073440E-02,-8.42285E-01
2.33073536E-02,-8.37402E-01
2.33073632E-02,-8.37402E-01
2.33073728E-02,-8.37402E-01
2.33073824E-02,-8.47168E-01
2.33073920E-02,-8.37402E-01
2.33074016E-02,-8.22754E-01
2.33074112E-02,-8.52051E-01
2.33074208E-02,-8.37402E-01
2.33074304E-02,-8.42285E-01
